ID, IDREF, IDNUM, EventoStart, EventoEnd, TipoStart, TipoEnd, Distance_m, X_Start, Y_Start, X_End, Y_End 
51,460070D123,11,0,1,Run_rapid,Run_rapid,9.667,9.426641,45.874107,9.426560,45.874071 
52,460070D123,11,1,4,Run_rapid,Run_rapid,0.000,9.426560,45.874071,9.426560,45.874071 
53,460070D123,11,4,5,Run_rapid,Run_rapid,0.000,9.426560,45.874071,9.426560,45.874071 
54,460070D123,11,5,6,Run_rapid,Run_rapid,5.590,9.426560,45.874071,9.426606,45.874095 
55,460070D123,11,6,6,Run_rapid,Run_rapid,0.000,9.426606,45.874095,9.426606,45.874095 
56,460070D598,12,0,6,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,1.208,9.426606,45.874121,9.426617,45.874117 
57,460070D598,12,6,13,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,1.208,9.426617,45.874117,9.426606,45.874121 
58,460070D598,12,13,14,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,0.000,9.426606,45.874121,9.426606,45.874121 
59,460070D598,12,14,15,Bars_sedimentbuildupzones,Run_rapid,2.330,9.426606,45.874121,9.426618,45.874103 
60,460070D598,12,15,16,Run_rapid,Run_rapid,2.494,9.426618,45.874103,9.426641,45.874107 
61,460070D598,12,16,16,Run_rapid,Run_rapid,0.000,9.426641,45.874107,9.426641,45.874107 
62,460070E5F9,13,0,1,Run_rapid,Run_rapid,3.696,9.426618,45.874103,9.426609,45.874071 
63,460070E5F9,13,1,2,Run_rapid,Run_rapid,0.000,9.426609,45.874071,9.426609,45.874071 
64,460070E5F9,13,2,3,Run_rapid,Run_rapid,5.379,9.426609,45.874071,9.426560,45.874071 
65,460070E5F9,13,3,7,Run_rapid,Run_rapid,6.384,9.426560,45.874071,9.426606,45.874107 
66,460070E5F9,13,7,16,Run_rapid,Run_rapid,3.938,9.426606,45.874107,9.426609,45.874071 
67,460070E5F9,13,16,16,Run_rapid,Run_rapid,0.000,9.426609,45.874071,9.426609,45.874071 
68,460070EB2E,14,0,1,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
69,460070EB2E,14,1,17,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
70,460070EB2E,14,17,19,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
71,460070EB2E,14,19,19,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
72,460070EF5E,15,0,4,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
73,460070EF5E,15,4,5,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
74,460070EF5E,15,5,6,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
75,460070EF5E,15,6,7,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
76,460070EF5E,15,7,7,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
77,460071028F,16,0,4,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
78,460071028F,16,4,5,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
79,460071028F,16,5,13,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
80,460071028F,16,13,14,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
81,460071028F,16,14,17,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
82,460071028F,16,17,18,Run_rapid,Run_rapid,0.000,9.426893,45.874324,9.426893,45.874324 
